"","group_iTreg","group_Th17","group_Th2","group_Th0"
"TGFBR3",NA,NA,0.105549558609278,NA
"TRIM22",NA,0.151379499698909,-0.443499681122584,0.10581447216187
"GRK6",-0.116859619609522,NA,0.253913026263039,NA
"CEP55",-0.2995461140379,-0.204437768798018,0.518844610554521,0.125361929314938
"RPS13",NA,-0.130337932869667,0.215550466232355,NA
"GIMAP4",NA,0.246668264354143,-0.641475666753951,0.419430091757902
"ADGRE5",0.139494347620004,0.138310018056666,-0.356324564753349,NA
"SCPEP1",NA,NA,0.275904003722995,NA
"PPDPF",0.229886651617402,NA,-0.430740937181178,NA
"PDE4A",NA,NA,0.139718659426343,NA
"RPL7A",NA,NA,0.229640265494012,-0.111237532766628
"HSP90AB1",NA,-0.20166742500642,0.414562351015382,-0.335888055060312
"TRAT1",0.274635914098506,-0.254714369568576,-0.478449851222811,0.470996564699235
"PTPRA",-0.172215716477908,-0.105291469745056,0.36835975403882,NA
"GAD1",NA,NA,0.196959864007386,NA
"FTH1",-0.196923808868416,0.506640144455781,-0.603863271658795,0.121164097593473
"HELLS",-0.204428367523129,-0.227672475163332,0.432169625142547,0.136969856390022
"ISG20",NA,0.317777807846519,-0.536260316888617,0.209202341593021
"MTDH",-0.182851687630504,-0.136025131191251,0.406853231200467,NA
"RPS23",NA,NA,0.197191142808984,-0.100445022084377
"SP100",0.117372994661363,NA,-0.410922041590646,0.120187480971156
"FAM120A",-0.135307502508389,-0.170097787845338,0.327167200106074,NA
"JAML",0.267744910602454,-0.236379973496293,0.327503129165536,-0.740235611870496
"RPL23A",NA,NA,0.18558460104123,NA
"RPS28",NA,0.127516334786849,-0.226765762905517,-0.122640897891338
"FLT3LG",0.20450908466792,NA,-0.35463314296193,NA
"RPLP0",NA,NA,0.245561007624443,-0.162863422982433
"PPM1G",-0.182619852030478,-0.210137989848028,0.319662680428874,0.240149179721683
"EEF2",NA,-0.135182899026972,0.319688114978459,NA
"TUBB",0.243652169466906,0.338863361035011,-0.63604813226677,-0.410222922914285
"TTC39C",0.164560666457032,NA,-0.322648781964166,NA
"EIF3L",NA,-0.159072704080192,0.326186694891923,-0.115772535085301
"EMP3",0.214192593387249,0.172156876462005,-0.381526523265798,-0.283256846992181
"TMEM173",0.173398277758281,0.234920652339952,-0.506554664529116,-0.163565204353473
"RP11-660L16.2",-0.12845710566066,NA,0.25422102308481,NA
"ENTPD1-AS1",NA,NA,0.142504087858523,NA
"RCBTB2",NA,NA,0.247163558154046,NA
"PFKFB3",0.171400544558137,0.15741778679961,-0.368827487869648,-0.168613697928347
"GALM",-0.217651065094838,-0.132084091936031,0.378731994774762,NA
"RASGRP1",-0.151831823021313,-0.139980217358047,0.401908601888163,NA
"DACT1",NA,-0.116712865128693,0.268000910892902,-0.145715430557528
"TRAC",0.19699333524049,NA,-0.506965938741289,NA
"ATP5C1",-0.160489404015207,NA,0.318078916417648,NA
"LGALS8",0.149482203080547,0.223315513051437,-0.373758657712009,-0.258362816197132
"MRPL3",-0.169424611700759,-0.111237181764914,0.31773968229145,NA
"RAB13",0.16828775040154,0.273230299436718,-0.479448448391392,-0.273519453763494
"RGL4",-0.103141000310843,0.319593811278915,-0.471191991232942,0.175393271736884
"ITK",0.173879602412082,NA,-0.312761299716839,-0.122576369574474
"SOCS1",-0.196835625709185,NA,0.465233676281442,-0.383867779236675
"TBL1X",NA,-0.181471014775966,0.178384643145458,NA
"PCED1B",0.200241761867428,NA,-0.312406674493153,-0.134936327853316
"ANXA6",0.184806276976523,0.160120273215331,-0.366364937134675,-0.208234332737032
"RPL27",NA,-0.109970107796799,0.176884830162072,NA
"PABPC4",NA,NA,0.267461050525852,NA
"RPS7",NA,-0.108834252754845,0.204512620071823,-0.106542381347972
"LARS",-0.226084350728129,-0.173881375448934,0.329500431051133,0.240726156050777
"CD74",NA,0.161125017191985,-0.526311692216886,0.227742953921038
"CCND2",0.15936339400962,0.372415418885242,-0.520013380053107,-0.439863894523296
"GNPDA1",0.16728495613126,0.194259215875535,-0.388591668546894,-0.21347699643046
"C6orf203",-0.160860117637053,NA,0.306093493307685,NA
"RPL23",-0.177471451852835,NA,0.276862656594015,NA
"CMSS1",-0.191305936353165,NA,0.366842017027988,-0.230273807445701
"RPS14",NA,-0.102575574364015,0.164425992388263,-0.147843610396734
"ATP5A1",-0.132250372988525,-0.102003544655643,0.333403979456853,NA
"IL1RN",NA,NA,0.190009901843786,NA
"CANX",-0.131239632102942,-0.143148446846452,0.34324638224564,NA
"RPS3A",NA,NA,0.185172123338893,-0.127277500113582
"TOMM7",0.115530928776348,NA,-0.229870877610066,NA
"TRIP4",NA,NA,0.221940202698124,NA
"BCAS3",NA,NA,0.162565135695353,NA
"APOBEC3G",0.122939740584355,0.23982280122403,-0.39240202139267,-0.209022064562432
"CCSER2",0.171759139867864,0.157250983329458,-0.340904778996976,-0.206991567265843
"CSF1",-0.104891898620526,NA,0.169551875617326,NA
"OXCT1",-0.114589751319848,-0.126545067128988,0.275448280469817,NA
"PPIP5K2",NA,-0.127031264828246,0.213403586979787,NA
"CLIC1",NA,0.106679903830209,-0.275971203319243,NA
"ETFA",NA,NA,0.230178981223183,NA
"UQCRFS1",NA,-0.189920464287934,0.305946231566998,NA
"JMJD1C",0.199252268403306,NA,-0.427323780721965,NA
"NDUFB1",NA,0.181018145934908,-0.33022143096312,NA
"ABI1",0.102278630137187,0.203662705845749,-0.327362369102199,-0.170918830754446
"APRT",-0.100020530228389,-0.124499044243003,0.285157511519901,NA
"RXRA",NA,NA,0.155878441029903,-0.101203091833366
"NAA10",NA,-0.12886446907339,0.256294027063523,NA
"IVD",-0.110041719572303,NA,0.237667173247939,NA
"PLCL1",NA,NA,0.118642932287723,NA
"MAP3K4",NA,NA,0.166390405001903,NA
"TRAP1",-0.141083731333311,NA,0.211400136204359,NA
"CEP83",-0.104304688731298,NA,0.172955539700207,NA
"GJB6",NA,NA,0.131336213969114,NA
"MAP3K8",NA,NA,-0.235769799824843,NA
"HLA-E",0.169816035955192,NA,-0.352583094352767,0.165102411099788
"GPSM3",NA,NA,-0.299704234297941,0.182456766671365
"TCF7",NA,0.168860191045401,-0.265029881860031,0.106170839399972
"ZNF131",NA,-0.153178893509719,0.211936456056001,NA
"TMEM230",-0.123841082030845,NA,0.26036589486652,NA
"NOLC1",-0.186848062125022,NA,0.261649109412346,NA
"SQRDL",0.148337892003194,0.223194157421988,-0.34446056508836,-0.297053111343601
"RP11-421L21.3",NA,NA,0.175436392791195,NA
"RPL9",NA,NA,0.151510108487732,-0.105289441434322
"STAT3",NA,0.302970424114139,-0.473674062399992,-0.177548039684865
"HNRNPR",-0.263057993334673,NA,0.294925370808519,0.223406381036032
"EIF4ENIF1",NA,NA,0.153759919499477,NA
"SLC27A5",NA,-0.148459894776836,0.211773490650619,NA
"GLRX3",NA,NA,0.275206954639677,-0.182479176379593
"SLC38A1",-0.209984607905208,-0.169827798022366,0.307588128161918,0.23880695464998
"PCYT2",NA,NA,0.135664495045594,NA
"NOP14",NA,-0.141937055305905,0.23738570070743,NA
"PURB",NA,NA,0.184240207060376,NA
"XBP1",-0.150051663383723,-0.201472323385991,0.191543836959657,0.348557461597218
"MZB1",-0.171869446391144,-0.224081578816732,0.273799099866571,0.308566190977645
"RAD50",-0.195338735104538,-0.105792373043064,0.223123910699545,0.229141787070462
"GTF3A",-0.103046634609985,-0.145878131270433,0.292784926988443,NA
"FHL3",0.13637100946179,0.147242873765821,-0.244674310447955,-0.240420752587901
"LDHB",0.106077596843412,-0.166652711722967,0.194190984810951,-0.202620593659762
"AHCYL1",-0.141395754936763,NA,0.1932345493112,NA
"RPS12",NA,NA,0.162021701810242,NA
"YY1",-0.114457500349825,NA,0.270926701276514,NA
"ANXA7",-0.120719286064635,NA,0.239870767050664,NA
"LSM7",-0.103492868400571,-0.117293894879806,0.257804729056075,NA
"SSBP3",NA,NA,-0.230195979074292,NA
"MAPK9",NA,NA,0.156287565011235,NA
"TNFSF10",-0.16706649846574,NA,-0.47931449328284,0.737437786978972
"ABHD6",NA,NA,0.105914912809095,NA
"ABCE1",NA,-0.18028223310927,0.274627364618516,NA
"ATXN7L3B",NA,NA,0.196728738627163,NA
"MYL12B",0.208457186597831,NA,-0.268157582965824,-0.139994718901579
"MTHFS",-0.12775969281736,NA,0.191884540725999,0.113517045571294
"NPM3",NA,-0.140749475140444,0.285847787993187,-0.113054423180044
"MTHFD1",0.148938974164293,-0.166064741459927,0.272453539876267,-0.186345544158114
"ZNF43",NA,-0.101826866967648,0.195528590480235,NA
"TRAF5",NA,-0.129507155222158,0.176595270575865,NA
"EHMT1",NA,-0.156750348445285,0.177613121516955,0.130592492699297
"SOS1",-0.200253365688213,-0.185856918357933,0.176124025031914,0.424096364754791
"KIAA0100",NA,NA,0.144785500287062,NA
"GADD45B",NA,0.172386520164308,-0.435864128694448,NA
"CDC45",-0.141393238589055,NA,0.313125059137695,-0.103734696864867
"GSPT1",-0.108740157069407,-0.140283489615055,0.275433318131392,NA
"CDKN2D",NA,0.220529871440104,-0.361681322981893,NA
"PLSCR1",NA,NA,-0.340085517463955,0.273120701583325
"RPS5",NA,-0.130816356402143,0.152352514260604,NA
"SLC25A3",-0.146771275614907,0.131340131408273,0.289576470204456,-0.203883681517881
"ICOS",0.20984609554769,0.16601865695641,-0.445967186554406,-0.172416544847957
"DARS-AS1",-0.102864531251452,NA,0.213549751956322,NA
"EIF3D",NA,NA,0.225402655777313,-0.243978679465636
"H2AFY",-0.186513953272584,-0.277291571156425,0.326533652234317,0.340459930936595
"SETX",-0.160510907328887,NA,0.228286023287798,0.142231629984724
"NME1",-0.11232545308788,-0.104574140310975,0.254503374841019,NA
"HMBS",NA,NA,0.169411444862388,NA
"OSTC",-0.113368939668839,-0.116855479324017,0.251319171338262,NA
"GPR132",NA,NA,-0.138163604779964,-0.100458974712033
"PKM",0.145933045036103,0.235099724213668,-0.339536220081578,-0.326623194691423
"VPS13C",-0.117310908059172,-0.157333482036031,0.178805697504529,0.241883226701567
"MCL1",0.11741994508141,0.117657608711734,-0.380840904215551,NA
"PAXBP1",-0.118166498900321,-0.134007139266616,0.238313010579772,0.119641621024788
"TIMM13",NA,-0.123110332689912,0.277384948796359,NA
"EIF3K",-0.107163501728784,-0.126958829257862,0.249415328892962,NA
"TRAF1",0.174659559421018,NA,-0.295504026250135,NA
"ACSL3",-0.133759835990819,NA,0.184658613044648,NA
"NBN",NA,-0.136842952043935,0.199873298616879,0.111446653644095
"RNF19B",NA,NA,0.127109261268986,NA
"HSPE1",-0.235745389339974,-0.107346378797283,0.332999014258574,0.141084225985998
"TKT",NA,-0.206891452198781,0.309922465170693,NA
"MICAL2",NA,-0.232007968220518,0.282568754631497,0.13601622370584
"MRPL27",-0.146075605126646,-0.120954140646288,0.258581216269207,0.117423737333434
"SH3GLB1",0.140171386089853,NA,-0.271216863270743,NA
"FAM65B",0.165161816049934,NA,-0.346479589322006,0.283309740938873
"LRP10",NA,0.159266505158958,-0.247841772801397,NA
"STK10",NA,-0.125654840440041,0.174920787620904,0.160213621232392
"UBE2L6",NA,0.157516883568697,-0.321579428474597,NA
"RPS15A",NA,NA,0.1230432026549,NA
"RAD23A",-0.105136695587827,-0.100041332761223,0.260257899374751,NA
"OPTN",NA,0.112825733482044,-0.275471121523478,0.203449838895392
"SRP72",NA,-0.163671140763482,0.287706443054504,NA
"HNRNPA1",NA,NA,0.21573743847004,-0.188732742493884
"ATRX",-0.135182109109834,-0.177148462838772,0.255276550648522,0.197954015838597
"ARPC2",-0.13645606316121,-0.260823750053941,0.302675203937696,0.26630141190866
"CYCS",-0.125163624871115,-0.148775552275643,0.27846028470506,NA
"RBM26",-0.100703724537218,NA,0.201410181955805,NA
"PRDX4",0.100697995930565,0.272279856247487,-0.346253461626302,-0.29671805808627
"CTSB",NA,0.183262154305615,-0.26782481387067,-0.143415643313304
"CDC42",0.238884475704028,-0.128853195505454,-0.308789188999839,-0.131605684573702
"AFF4",NA,NA,-0.195535027002076,NA
"AKAP11",NA,-0.101426751577472,0.202698796319418,NA
"EPS8",0.382218399246376,NA,0.113534036218538,-0.309103798877275
"TMA7",0.129555245939395,0.129046495829051,-0.223683874537704,-0.215162680125391
"BAZ1B",-0.1898428742669,-0.104594913351978,0.231239900118913,0.206372632144367
"SIRT1",0.194607328492783,NA,-0.244041453910385,NA
"AGPAT3",NA,NA,0.146932340769249,NA
"SMARCAD1",NA,-0.103032455350205,0.163507042794378,0.100193205017443
"TMPO",-0.168752150296915,-0.269515687234834,0.288957405562831,0.351584546310986
"CHD8",-0.133497655879774,-0.102507780648602,0.210514133115179,0.133711155079574
"EIF1",0.202116846244935,0.188940017045039,-0.338874851065163,-0.355223945174284
"GALNT2",0.131843635716418,NA,-0.201156707070022,-0.10458172905537
"CD69",0.217754987831578,NA,-0.26387152280221,NA
"PMS1",NA,NA,0.152932081093745,NA
"RPL36",-0.100412662695426,NA,-0.158031117801282,-0.127401055346066
"RP11-796E2.4",NA,0.1165885602483,-0.22499783425537,NA
"ADAM19",NA,0.12560950753606,-0.254467266093397,0.137689543842973
"UQCC2",-0.158255554350978,NA,0.238655881331578,NA
"CCT6A",-0.164417896432086,NA,0.249295506062083,-0.120495935334287
"ACTR2",-0.179771242922126,-0.120022313698102,0.265828054502043,0.165070773254824
"STAG3",-0.216287111865978,0.32793475662576,-0.38709112409922,0.264357742341599
"GPATCH4",-0.172649255240467,NA,0.226984493633828,NA
"COX7C",NA,NA,-0.165298306752921,-0.106884024220665
"NDRG1",NA,NA,-0.164458039807027,NA
"NDUFC1",NA,0.109876278205479,-0.25394972549725,NA
"IFIH1",-0.115923946098905,0.282988157317807,-0.327754533920273,0.106653990871069
"TACC1",-0.173278113291517,NA,0.279505798774622,NA
"GOPC",NA,-0.124179762251464,0.186449379859572,NA
"DAPP1",NA,NA,-0.256727676675725,0.144519107874885
"YWHAQ",-0.171810943861749,NA,0.231925566737244,NA
"RPL36A",-0.100412662695426,NA,0.151191422398926,-0.170418693320716
"CHCHD10",-0.139850730336998,-0.100244500097425,0.295835224990525,NA
"SAP18",0.101953965184181,0.106870887860354,-0.20688766615062,-0.130351813158553
"ZMYM4",NA,-0.115966372728326,0.186015754312115,0.122782565381657
"GIMAP7",NA,NA,-0.330273440622183,0.337211046746494
"NOL3",NA,0.110155962191652,-0.228893462761461,NA
"BAG2",-0.103756847797099,NA,0.197844894149526,NA
"RCSD1",-0.180522945192195,-0.188983038083895,0.221237269420148,0.339603021504464
"PDCD2",-0.17289780363464,NA,0.253944210169004,NA
"ATF6",-0.121822404195164,NA,0.193349669255636,NA
"PP7080",NA,NA,0.11290526294292,NA
"PHF20L1",NA,-0.141492868690713,0.208206340131722,0.100778086537854
"SPOCK2",NA,0.112934845234397,-0.316297621806432,NA
"GIT2",-0.12080139307176,NA,0.177307298250568,0.13719295316715
"SMC1A",-0.163374026105388,NA,0.243361741329072,0.126819680814951
"SLTM",-0.20642852258202,NA,0.256353709693479,0.128535034044967
"HACD4",0.114821011409246,NA,-0.143942082714166,NA
"MYO1G",NA,0.213578471695412,-0.383667524250026,NA
"ATP5G3",NA,-0.185445692797486,0.237760503099824,NA
"DNMT3A",NA,-0.143928456004398,0.176310653571491,NA
"GPRIN3",NA,-0.170823325013819,NA,0.418702670737148
"SYNE2",-0.263295883059271,-0.293213500119469,NA,0.872336834980191
"MYO1F",-0.111094779429122,NA,NA,0.266933991436246
"SMAD3",NA,NA,NA,0.296336665537211
"SAMD9",-0.297888576363399,0.157148384338862,-0.338705746463581,0.587498341802824
"STAT1",-0.231161221615442,-0.259647703869469,NA,0.859922634736606
"PRDM1",-0.122438840572647,NA,0.104508017058229,0.185736656607377
"ARAP2",NA,-0.121033707438278,NA,0.360584349671957
"MPRIP",-0.113873507816634,-0.16355624993697,NA,0.369952218672533
"GBP5",-0.158942960364216,-0.132934548313992,-0.140093610747934,0.642776197282403
"TMSB10",NA,-0.184504619724152,-0.18361278946277,0.481395878199046
"PARP14",-0.199772290284405,NA,NA,0.45665204937115
"ELF1",NA,-0.27923598608713,NA,0.451458244843201
"CASP4",NA,-0.141283948665505,NA,0.376417622385707
"CARD16",NA,NA,NA,0.308209464574612
"GSTK1",NA,-0.101124486327314,-0.116483193717616,0.481968926238707
"NPAT",NA,NA,NA,0.259567651340641
"GIMAP6",-0.122761678912009,NA,NA,0.287349693171426
"STAP1",NA,-0.108783195879256,NA,0.246776719544715
"NEDD9",NA,NA,NA,0.169619646853105
"PYHIN1",NA,NA,NA,0.262568234943834
"SLFN5",-0.144420924952661,-0.117677287254119,-0.134708901862046,0.59560881445378
"SAMD9L",-0.261312431904989,0.157148384338862,-0.338705746463581,0.565475111164707
"SIPA1L1",NA,-0.106837199831565,NA,0.27697792926479
"PRKX",-0.197671314185638,-0.193247201889033,0.162104702208676,0.448377069325836
"TBC1D1",-0.111764499197353,-0.124277048761559,0.132239859477913,0.241674662841375
"KLF2",NA,NA,NA,0.163017065059608
"RAN",0.15436877806344,-0.155868631051995,NA,-0.412937467321399
"GPR65",-0.16391874775715,-0.132382923832647,0.161410622912633,0.303525323906684
"IFITM2",-0.169390377385151,NA,-0.102490828402003,0.541593495410577
"NCALD",NA,NA,NA,0.167287694216026
"FYB",-0.180717486978529,NA,NA,0.405388409108298
"PTP4A2",NA,-0.157167679457069,-0.118280940706991,0.321218425894469
"PYCARD",-0.107420763612728,NA,NA,0.373627828788069
"CLECL1",NA,NA,NA,0.104191353288854
"VDAC2",0.148350903646969,0.117286638151171,-0.154028090701486,-0.339771558346513
"ETHE1",NA,0.222809563605325,-0.153748748782894,-0.393248431394581
"BDH1",-0.138644089635867,NA,NA,0.238611223988437
"LCK",NA,-0.256792599862258,0.101764530383325,0.429993478369867
"KLF7",0.148790516055712,0.101982701534762,-0.158832771572175,-0.297762396491216
"DUSP5",-0.121164840642427,NA,NA,0.212071943456259
"TBC1D2B",NA,NA,NA,0.187021968987831
"NIN",-0.102308141574914,-0.145098212997853,0.124619587187046,0.26939148964731
"CD96",0.160283396674341,-0.242549251878917,-0.28126857829616,0.450879174423423
"TC2N",NA,NA,NA,0.195089615492109
"RNASEH2B",-0.137814724218175,-0.171599690108179,0.1361964320362,0.354643327646038
"PPP1R14B",0.143195740889829,0.235454602070866,-0.269502533318137,-0.428503757976128
"GNB2L1",NA,NA,0.137199602512383,-0.245737677317523
"OAS3",-0.173237618429819,0.126678833419712,-0.217668499482077,0.357288777000995
"ST3GAL5",NA,NA,NA,0.114622393474036
"HBEGF",NA,NA,NA,0.307381284488974
"HIST1H1B",-0.351030233020092,-0.421536754123195,0.441257211627059,0.628437327061628
"KIAA1551",NA,-0.219703868091251,NA,0.340183706282608
"HIST2H2AC",-0.207323504463982,-0.168174626606863,NA,0.509913283956897
"GBP1",-0.22455187756105,0.120885102743547,-0.173410482959342,0.398847514981964
"RP1-187B23.1",NA,NA,NA,0.142722888326889
"PRF1",NA,NA,NA,0.215828076805452
"PSIP1",-0.220920199136257,-0.157860706143991,0.252340768290014,0.314837175669775
"GZMA",NA,NA,NA,1.25703681736274
"NSF",NA,NA,NA,0.154348263258295
"JAK1",NA,NA,NA,0.331325745104015
"EGFL6",NA,NA,NA,0.219680171742648
"RARRES3",-0.282219865116835,-0.103429002815197,0.245937117520372,0.335689398954678
"CASP1",NA,-0.117887782386952,NA,0.214118161556673
"TRMT112",NA,NA,NA,-0.358956901063594
"SEPT6",-0.121871560739052,-0.136404430333116,NA,0.334711591828331
"LY6E",-0.205090850235033,0.240805790986261,-0.412464737942266,0.421700381410867
"OXR1",NA,-0.112386418460332,NA,0.261257014465078
"BATF",-0.839187385522155,0.258278815034078,0.245882319219006,-0.472460282565487
"SRBD1",NA,NA,NA,0.156634901079618
"SNRK",NA,-0.103427362578726,NA,0.189304539345337
"RPA1",NA,-0.151799210496592,NA,0.318970500704039
"DGKH",NA,NA,NA,0.15911876622822
"RP11-382A20.3",NA,NA,NA,0.176258800175581
"TPM3",NA,-0.195012099541755,NA,0.301983025719924
"SEPT11",NA,NA,NA,0.119646023367465
"SYNRG",-0.137329221103091,NA,NA,0.296722200756302
"CASP10",NA,NA,NA,0.19193367361569
"DOCK2",NA,-0.17785090742619,0.185153908886297,0.210497536370488
"CHD7",NA,NA,NA,0.206288152140617
"PTBP3",NA,-0.103008095196705,NA,0.233105893482432
"CXorf21",NA,NA,NA,0.116831423054617
"CCDC69",-0.127794415696074,NA,NA,0.233005229626159
"GBP4",NA,-0.138150751223636,NA,0.388309168109006
"DTX3L",NA,NA,-0.117920501190653,0.2229607656593
"RRBP1",NA,-0.108437686501461,NA,0.239550487637026
"PRRC2C",NA,-0.234741863527899,NA,0.307392537512502
"ETV7",NA,NA,NA,0.129553298019737
"SUCO",NA,NA,NA,0.184830655419446
"GPR183",0.233293986335633,NA,NA,-0.540354313828025
"CYTH1",NA,NA,-0.142485771598986,0.282470317592018
"JUN",0.26255273863773,0.16664244131529,-0.445334341255173,-0.298396967839959
"C1orf228",0.154730441380639,NA,NA,-0.337711166250634
"STIL",NA,NA,NA,0.133122029125875
"PRKCH",NA,-0.107956087211652,NA,0.259521191115621
"EXOC2",0.190726352045931,NA,-0.17322747939042,-0.371459160951702
"N4BP2",-0.112374058049943,-0.197922288671697,0.160669599999738,0.238477649696552
"S100A11",NA,0.299024261994484,-0.228159143654447,-0.500659162218597
"CXCR4",0.117446687162509,0.384603048174746,-0.429439052518584,-0.497829451175887
"FCHSD2",NA,NA,NA,0.128005745629191
"DOCK10",NA,-0.206488073897269,NA,0.297865044241316
"STAT2",NA,NA,-0.160551385048368,0.252078499932843
"HIST1H2AH",NA,NA,NA,0.159740867635081
"SF3B6",NA,0.184174711657411,-0.170386408965163,-0.305366168499766
"DLGAP4",NA,0.117915651026937,-0.109209055062183,-0.24675088866145
"ANKIB1",-0.149613990286146,NA,NA,0.259017533852179
"CSTF2T",-0.103899085499713,NA,NA,0.184366740115367
"C19orf38",NA,NA,NA,0.124735013840645
"SELPLG",NA,-0.115124085116602,NA,0.204431547808367
"OSM",-0.22428870525399,NA,-0.137643575135598,0.502115934675162
"SEC14L1",NA,NA,NA,0.191516012317805
"CBLB",-0.111710086356182,-0.13910863576815,0.134246492102981,0.262967489620468
"HCST",NA,-0.254694064587131,NA,0.518998394306481
"USP15",NA,NA,-0.119393566315206,0.343995187002828
"NDUFB8",NA,NA,-0.162956595774203,0.337078266748925
"TRAK2",NA,NA,NA,0.180888798363884
"TNFRSF1B",NA,-0.199000817716741,NA,0.323389097407549
"SETD2",NA,-0.163425655355692,0.115925175188997,0.230041667419277
"MYCBP2",-0.105890839107512,-0.16839484554114,0.11918034921762,0.319276912396762
"LNPEP",NA,-0.171672519324837,0.146234567390378,0.274949435285731
